round_number,round_match_number,player_name,team_name,opponent_player,opponent_team,player_points,opponent_points,side
7,6,Player 037,Team 008,Player 008,Team 003,0,3,Home
7,6,Player 008,Team 003,Player 037,Team 008,3,0,Away
7,6,Player 037,Team 008,Player 067,Team 003,1,3,Home
7,6,Player 067,Team 003,Player 037,Team 008,3,1,Away
7,6,Player 037,Team 008,Player 003,Team 003,3,2,Home
7,6,Player 003,Team 003,Player 037,Team 008,2,3,Away
7,6,Player 037,Team 008,Player 125,Team 003,3,2,Home
7,6,Player 125,Team 003,Player 037,Team 008,2,3,Away
7,6,Player 077,Team 008,Player 008,Team 003,3,0,Home
7,6,Player 008,Team 003,Player 077,Team 008,0,3,Away
7,6,Player 077,Team 008,Player 067,Team 003,3,2,Home
7,6,Player 067,Team 003,Player 077,Team 008,2,3,Away
7,6,Player 077,Team 008,Player 003,Team 003,3,0,Home
7,6,Player 003,Team 003,Player 077,Team 008,0,3,Away
7,6,Player 077,Team 008,Player 125,Team 003,3,0,Home
7,6,Player 125,Team 003,Player 077,Team 008,0,3,Away
7,6,Player 016,Team 008,Player 008,Team 003,3,2,Home
7,6,Player 008,Team 003,Player 016,Team 008,2,3,Away
7,6,Player 016,Team 008,Player 067,Team 003,0,3,Home
7,6,Player 067,Team 003,Player 016,Team 008,3,0,Away
7,6,Player 016,Team 008,Player 003,Team 003,3,0,Home
7,6,Player 003,Team 003,Player 016,Team 008,0,3,Away
7,6,Player 016,Team 008,Player 125,Team 003,3,2,Home
7,6,Player 125,Team 003,Player 016,Team 008,2,3,Away
7,7,Player 031,Team 014,Player 022,Team 011,3,1,Home
7,7,Player 022,Team 011,Player 031,Team 014,1,3,Away
7,7,Player 031,Team 014,Player 023,Team 011,3,0,Home
7,7,Player 023,Team 011,Player 031,Team 014,0,3,Away
7,7,Player 031,Team 014,Player 072,Team 011,1,3,Home
7,7,Player 072,Team 011,Player 031,Team 014,3,1,Away
7,7,Player 031,Team 014,Player 021,Team 011,3,0,Home
7,7,Player 021,Team 011,Player 031,Team 014,0,3,Away
7,7,Player 044,Team 014,Player 022,Team 011,1,3,Home
7,7,Player 022,Team 011,Player 044,Team 014,3,1,Away
7,7,Player 044,Team 014,Player 023,Team 011,3,2,Home
7,7,Player 023,Team 011,Player 044,Team 014,2,3,Away
7,7,Player 044,Team 014,Player 072,Team 011,0,3,Home
7,7,Player 072,Team 011,Player 044,Team 014,3,0,Away
7,7,Player 044,Team 014,Player 021,Team 011,3,0,Home
7,7,Player 021,Team 011,Player 044,Team 014,0,3,Away
7,7,Player 084,Team 014,Player 022,Team 011,2,3,Home
7,7,Player 022,Team 011,Player 084,Team 014,3,2,Away
7,7,Player 084,Team 014,Player 023,Team 011,0,3,Home
7,7,Player 023,Team 011,Player 084,Team 014,3,0,Away
7,7,Player 084,Team 014,Player 072,Team 011,0,3,Home
7,7,Player 072,Team 011,Player 084,Team 014,3,0,Away
7,7,Player 084,Team 014,Player 021,Team 011,1,3,Home
7,7,Player 021,Team 011,Player 084,Team 014,3,1,Away
7,7,Player 095,Team 014,Player 022,Team 011,3,1,Home
7,7,Player 022,Team 011,Player 095,Team 014,1,3,Away
7,7,Player 095,Team 014,Player 023,Team 011,3,0,Home
7,7,Player 023,Team 011,Player 095,Team 014,0,3,Away
7,7,Player 095,Team 014,Player 072,Team 011,2,3,Home
7,7,Player 072,Team 011,Player 095,Team 014,3,2,Away
7,7,Player 095,Team 014,Player 021,Team 011,3,2,Home
7,7,Player 021,Team 011,Player 095,Team 014,2,3,Away
7,8,Player 048,Team 015,Player 091,Team 005,3,0,Home
7,8,Player 091,Team 005,Player 048,Team 015,0,3,Away
7,8,Player 048,Team 015,Player 012,Team 005,0,3,Home
7,8,Player 012,Team 005,Player 048,Team 015,3,0,Away
7,8,Player 048,Team 015,Player 006,Team 005,0,3,Home
7,8,Player 006,Team 005,Player 048,Team 015,3,0,Away
7,8,Player 048,Team 015,Player 040,Team 005,0,3,Home
7,8,Player 040,Team 005,Player 048,Team 015,3,0,Away
7,8,Player 111,Team 015,Player 091,Team 005,3,2,Home
7,8,Player 091,Team 005,Player 111,Team 015,2,3,Away
7,8,Player 111,Team 015,Player 012,Team 005,3,1,Home
7,8,Player 012,Team 005,Player 111,Team 015,1,3,Away
7,8,Player 111,Team 015,Player 006,Team 005,1,3,Home
7,8,Player 006,Team 005,Player 111,Team 015,3,1,Away
7,8,Player 111,Team 015,Player 040,Team 005,3,1,Home
7,8,Player 040,Team 005,Player 111,Team 015,1,3,Away
7,8,Player 046,Team 015,Player 091,Team 005,3,0,Home
7,8,Player 091,Team 005,Player 046,Team 015,0,3,Away
7,8,Player 046,Team 015,Player 012,Team 005,0,3,Home
7,8,Player 012,Team 005,Player 046,Team 015,3,0,Away
7,8,Player 046,Team 015,Player 006,Team 005,1,3,Home
7,8,Player 006,Team 005,Player 046,Team 015,3,1,Away
7,8,Player 046,Team 015,Player 040,Team 005,3,0,Home
7,8,Player 040,Team 005,Player 046,Team 015,0,3,Away
7,8,Player 047,Team 015,Player 091,Team 005,3,0,Home
7,8,Player 091,Team 005,Player 047,Team 015,0,3,Away
7,8,Player 047,Team 015,Player 012,Team 005,3,2,Home
7,8,Player 012,Team 005,Player 047,Team 015,2,3,Away
7,8,Player 047,Team 015,Player 006,Team 005,0,3,Home
7,8,Player 006,Team 005,Player 047,Team 015,3,0,Away
7,8,Player 047,Team 015,Player 040,Team 005,2,3,Home
7,8,Player 040,Team 005,Player 047,Team 015,3,2,Away
8,1,Player 023,Team 011,Player 114,Team 010,3,0,Home
8,1,Player 114,Team 010,Player 023,Team 011,0,3,Away
8,1,Player 023,Team 011,Player 115,Team 010,3,0,Home
8,1,Player 115,Team 010,Player 023,Team 011,0,3,Away
8,1,Player 023,Team 011,Player 089,Team 010,0,3,Home
8,1,Player 089,Team 010,Player 023,Team 011,3,0,Away
8,1,Player 023,Team 011,Player 063,Team 010,3,0,Home
8,1,Player 063,Team 010,Player 023,Team 011,0,3,Away
8,1,Player 033,Team 011,Player 114,Team 010,3,0,Home
8,1,Player 114,Team 010,Player 033,Team 011,0,3,Away
8,1,Player 033,Team 011,Player 115,Team 010,3,1,Home
8,1,Player 115,Team 010,Player 033,Team 011,1,3,Away
8,1,Player 033,Team 011,Player 089,Team 010,0,3,Home
8,1,Player 089,Team 010,Player 033,Team 011,3,0,Away
8,1,Player 033,Team 011,Player 063,Team 010,3,0,Home
8,1,Player 063,Team 010,Player 033,Team 011,0,3,Away
8,1,Player 021,Team 011,Player 114,Team 010,3,0,Home
8,1,Player 114,Team 010,Player 021,Team 011,0,3,Away
8,1,Player 021,Team 011,Player 115,Team 010,3,0,Home
8,1,Player 115,Team 010,Player 021,Team 011,0,3,Away
8,1,Player 021,Team 011,Player 089,Team 010,3,1,Home
8,1,Player 089,Team 010,Player 021,Team 011,1,3,Away
8,1,Player 021,Team 011,Player 063,Team 010,3,0,Home
8,1,Player 063,Team 010,Player 021,Team 011,0,3,Away
8,1,Player 072,Team 011,Player 114,Team 010,3,0,Home
8,1,Player 114,Team 010,Player 072,Team 011,0,3,Away
8,1,Player 072,Team 011,Player 115,Team 010,3,0,Home
8,1,Player 115,Team 010,Player 072,Team 011,0,3,Away
8,1,Player 072,Team 011,Player 089,Team 010,0,3,Home
8,1,Player 089,Team 010,Player 072,Team 011,3,0,Away
8,1,Player 072,Team 011,Player 063,Team 010,3,0,Home
8,1,Player 063,Team 010,Player 072,Team 011,0,3,Away
8,2,Player 099,Team 002,Player 028,Team 012,0,3,Home
8,2,Player 028,Team 012,Player 099,Team 002,3,0,Away
8,2,Player 099,Team 002,Player 083,Team 012,0,3,Home
8,2,Player 083,Team 012,Player 099,Team 002,3,0,Away
8,2,Player 041,Team 002,Player 028,Team 012,2,3,Home
8,2,Player 028,Team 012,Player 041,Team 002,3,2,Away
8,2,Player 041,Team 002,Player 083,Team 012,1,3,Home
8,2,Player 083,Team 012,Player 041,Team 002,3,1,Away
8,2,Player 041,Team 002,Player 039,Team 012,1,3,Home
8,2,Player 039,Team 012,Player 041,Team 002,3,1,Away
8,2,Player 041,Team 002,Player 109,Team 012,3,0,Home
8,2,Player 109,Team 012,Player 041,Team 002,0,3,Away
8,2,Player 078,Team 002,Player 028,Team 012,0,3,Home
8,2,Player 028,Team 012,Player 078,Team 002,3,0,Away
8,2,Player 078,Team 002,Player 083,Team 012,1,3,Home
8,2,Player 083,Team 012,Player 078,Team 002,3,1,Away
8,2,Player 078,Team 002,Player 039,Team 012,0,3,Home
8,2,Player 039,Team 012,Player 078,Team 002,3,0,Away
8,2,Player 078,Team 002,Player 109,Team 012,0,3,Home
8,2,Player 109,Team 012,Player 078,Team 002,3,0,Away
8,2,Player 054,Team 002,Player 028,Team 012,0,3,Home
8,2,Player 028,Team 012,Player 054,Team 002,3,0,Away
8,2,Player 054,Team 002,Player 083,Team 012,0,3,Home
8,2,Player 083,Team 012,Player 054,Team 002,3,0,Away
8,2,Player 054,Team 002,Player 039,Team 012,0,3,Home
8,2,Player 039,Team 012,Player 054,Team 002,3,0,Away
8,2,Player 054,Team 002,Player 109,Team 012,0,3,Home
8,2,Player 109,Team 012,Player 054,Team 002,3,0,Away
8,2,Player 002,Team 002,Player 039,Team 012,3,1,Home
8,2,Player 039,Team 012,Player 002,Team 002,1,3,Away
8,2,Player 002,Team 002,Player 109,Team 012,3,0,Home
8,2,Player 109,Team 012,Player 002,Team 002,0,3,Away
8,3,Player 017,Team 004,Player 046,Team 015,3,1,Home
8,3,Player 046,Team 015,Player 017,Team 004,1,3,Away
8,3,Player 017,Team 004,Player 048,Team 015,3,0,Home
8,3,Player 048,Team 015,Player 017,Team 004,0,3,Away
8,3,Player 017,Team 004,Player 112,Team 015,3,0,Home
8,3,Player 112,Team 015,Player 017,Team 004,0,3,Away
8,3,Player 017,Team 004,Player 056,Team 015,3,0,Home
8,3,Player 056,Team 015,Player 017,Team 004,0,3,Away
8,3,Player 018,Team 004,Player 046,Team 015,0,3,Home
8,3,Player 046,Team 015,Player 018,Team 004,3,0,Away
8,3,Player 018,Team 004,Player 048,Team 015,3,0,Home
8,3,Player 048,Team 015,Player 018,Team 004,0,3,Away
8,3,Player 018,Team 004,Player 112,Team 015,3,2,Home
8,3,Player 112,Team 015,Player 018,Team 004,2,3,Away
8,3,Player 018,Team 004,Player 056,Team 015,3,2,Home
8,3,Player 056,Team 015,Player 018,Team 004,2,3,Away
8,3,Player 004,Team 004,Player 046,Team 015,3,0,Home
8,3,Player 046,Team 015,Player 004,Team 004,0,3,Away
8,3,Player 004,Team 004,Player 048,Team 015,3,0,Home
8,3,Player 048,Team 015,Player 004,Team 004,0,3,Away
8,3,Player 004,Team 004,Player 112,Team 015,3,1,Home
8,3,Player 112,Team 015,Player 004,Team 004,1,3,Away
8,3,Player 004,Team 004,Player 056,Team 015,3,1,Home
8,3,Player 056,Team 015,Player 004,Team 004,1,3,Away
8,3,Player 009,Team 004,Player 046,Team 015,0,3,Home
8,3,Player 046,Team 015,Player 009,Team 004,3,0,Away
8,3,Player 009,Team 004,Player 048,Team 015,3,1,Home
8,3,Player 048,Team 015,Player 009,Team 004,1,3,Away
8,3,Player 009,Team 004,Player 112,Team 015,0,3,Home
8,3,Player 112,Team 015,Player 009,Team 004,3,0,Away
8,3,Player 009,Team 004,Player 056,Team 015,2,3,Home
8,3,Player 056,Team 015,Player 009,Team 004,3,2,Away
8,4,Player 026,Team 007,Player 042,Team 014,3,1,Home
8,4,Player 042,Team 014,Player 026,Team 007,1,3,Away
8,4,Player 026,Team 007,Player 031,Team 014,2,3,Home
8,4,Player 031,Team 014,Player 026,Team 007,3,2,Away
8,4,Player 026,Team 007,Player 071,Team 014,3,0,Home
8,4,Player 071,Team 014,Player 026,Team 007,0,3,Away
8,4,Player 026,Team 007,Player 044,Team 014,3,0,Home
8,4,Player 044,Team 014,Player 026,Team 007,0,3,Away
8,4,Player 093,Team 007,Player 042,Team 014,0,3,Home
8,4,Player 042,Team 014,Player 093,Team 007,3,0,Away
8,4,Player 093,Team 007,Player 031,Team 014,0,3,Home
8,4,Player 031,Team 014,Player 093,Team 007,3,0,Away
8,4,Player 093,Team 007,Player 071,Team 014,0,3,Home
8,4,Player 071,Team 014,Player 093,Team 007,3,0,Away
8,4,Player 093,Team 007,Player 044,Team 014,0,3,Home
8,4,Player 044,Team 014,Player 093,Team 007,3,0,Away
8,4,Player 049,Team 007,Player 042,Team 014,1,3,Home
8,4,Player 042,Team 014,Player 049,Team 007,3,1,Away
8,4,Player 049,Team 007,Player 031,Team 014,2,3,Home
8,4,Player 031,Team 014,Player 049,Team 007,3,2,Away
8,4,Player 049,Team 007,Player 071,Team 014,0,3,Home
8,4,Player 071,Team 014,Player 049,Team 007,3,0,Away
8,4,Player 049,Team 007,Player 044,Team 014,2,3,Home
8,4,Player 044,Team 014,Player 049,Team 007,3,2,Away
8,4,Player 014,Team 007,Player 042,Team 014,3,1,Home
8,4,Player 042,Team 014,Player 014,Team 007,1,3,Away
8,4,Player 014,Team 007,Player 031,Team 014,3,0,Home
8,4,Player 031,Team 014,Player 014,Team 007,0,3,Away
8,4,Player 014,Team 007,Player 071,Team 014,3,0,Home
8,4,Player 071,Team 014,Player 014,Team 007,0,3,Away
8,4,Player 014,Team 007,Player 044,Team 014,3,1,Home
8,4,Player 044,Team 014,Player 014,Team 007,1,3,Away
8,5,Player 045,Team 009,Player 010,Team 006,0,3,Home
8,5,Player 010,Team 006,Player 045,Team 009,3,0,Away
8,5,Player 045,Team 009,Player 032,Team 006,1,3,Home
8,5,Player 032,Team 006,Player 045,Team 009,3,1,Away
8,5,Player 045,Team 009,Player 102,Team 006,0,3,Home
8,5,Player 102,Team 006,Player 045,Team 009,3,0,Away
8,5,Player 045,Team 009,Player 030,Team 006,3,2,Home
8,5,Player 030,Team 006,Player 045,Team 009,2,3,Away
8,5,Player 081,Team 009,Player 010,Team 006,0,3,Home
8,5,Player 010,Team 006,Player 081,Team 009,3,0,Away
8,5,Player 081,Team 009,Player 032,Team 006,1,3,Home
8,5,Player 032,Team 006,Player 081,Team 009,3,1,Away
8,5,Player 081,Team 009,Player 102,Team 006,2,3,Home
8,5,Player 102,Team 006,Player 081,Team 009,3,2,Away
8,5,Player 081,Team 009,Player 030,Team 006,3,0,Home
8,5,Player 030,Team 006,Player 081,Team 009,0,3,Away
8,5,Player 079,Team 009,Player 010,Team 006,0,3,Home
8,5,Player 010,Team 006,Player 079,Team 009,3,0,Away
8,5,Player 079,Team 009,Player 032,Team 006,2,3,Home
8,5,Player 032,Team 006,Player 079,Team 009,3,2,Away
8,5,Player 079,Team 009,Player 102,Team 006,1,3,Home
8,5,Player 102,Team 006,Player 079,Team 009,3,1,Away
8,5,Player 079,Team 009,Player 073,Team 006,1,3,Home
8,5,Player 073,Team 006,Player 079,Team 009,3,1,Away
8,5,Player 029,Team 009,Player 010,Team 006,2,3,Home
8,5,Player 010,Team 006,Player 029,Team 009,3,2,Away
8,5,Player 029,Team 009,Player 032,Team 006,3,2,Home
8,5,Player 032,Team 006,Player 029,Team 009,2,3,Away
8,5,Player 029,Team 009,Player 102,Team 006,2,3,Home
8,5,Player 102,Team 006,Player 029,Team 009,3,2,Away
8,5,Player 029,Team 009,Player 073,Team 006,0,3,Home
8,5,Player 073,Team 006,Player 029,Team 009,3,0,Away
8,6,Player 106,Team 013,Player 090,Team 005,3,2,Home
8,6,Player 090,Team 005,Player 106,Team 013,2,3,Away
8,6,Player 106,Team 013,Player 012,Team 005,0,3,Home
8,6,Player 012,Team 005,Player 106,Team 013,3,0,Away
8,6,Player 106,Team 013,Player 006,Team 005,1,3,Home
8,6,Player 006,Team 005,Player 106,Team 013,3,1,Away
8,6,Player 106,Team 013,Player 040,Team 005,2,3,Home
8,6,Player 040,Team 005,Player 106,Team 013,3,2,Away
8,6,Player 113,Team 013,Player 090,Team 005,1,3,Home
8,6,Player 090,Team 005,Player 113,Team 013,3,1,Away
8,6,Player 113,Team 013,Player 012,Team 005,0,3,Home
8,6,Player 012,Team 005,Player 113,Team 013,3,0,Away
8,6,Player 113,Team 013,Player 006,Team 005,0,3,Home
8,6,Player 006,Team 005,Player 113,Team 013,3,0,Away
8,6,Player 113,Team 013,Player 040,Team 005,0,3,Home
8,6,Player 040,Team 005,Player 113,Team 013,3,0,Away
8,6,Player 051,Team 013,Player 090,Team 005,2,3,Home
8,6,Player 090,Team 005,Player 051,Team 013,3,2,Away
8,6,Player 051,Team 013,Player 012,Team 005,0,3,Home
8,6,Player 012,Team 005,Player 051,Team 013,3,0,Away
8,6,Player 051,Team 013,Player 006,Team 005,0,3,Home
8,6,Player 006,Team 005,Player 051,Team 013,3,0,Away
8,6,Player 051,Team 013,Player 040,Team 005,0,3,Home
8,6,Player 040,Team 005,Player 051,Team 013,3,0,Away
8,6,Player 029,Team 013,Player 090,Team 005,3,1,Home
8,6,Player 090,Team 005,Player 029,Team 013,1,3,Away
8,6,Player 029,Team 013,Player 012,Team 005,1,3,Home
8,6,Player 012,Team 005,Player 029,Team 013,3,1,Away
8,6,Player 029,Team 013,Player 006,Team 005,0,3,Home
8,6,Player 006,Team 005,Player 029,Team 013,3,0,Away
8,6,Player 029,Team 013,Player 040,Team 005,3,0,Home
8,6,Player 040,Team 005,Player 029,Team 013,0,3,Away
8,7,Player 008,Team 003,Player 100,Team 001,0,3,Home
8,7,Player 100,Team 001,Player 008,Team 003,3,0,Away
8,7,Player 008,Team 003,Player 007,Team 001,0,3,Home
8,7,Player 007,Team 001,Player 008,Team 003,3,0,Away
8,7,Player 008,Team 003,Player 001,Team 001,3,2,Home
8,7,Player 001,Team 001,Player 008,Team 003,2,3,Away
8,7,Player 008,Team 003,Player 076,Team 001,0,3,Home
8,7,Player 076,Team 001,Player 008,Team 003,3,0,Away
8,7,Player 067,Team 003,Player 100,Team 001,1,3,Home
8,7,Player 100,Team 001,Player 067,Team 003,3,1,Away
8,7,Player 067,Team 003,Player 007,Team 001,0,3,Home
8,7,Player 007,Team 001,Player 067,Team 003,3,0,Away
8,7,Player 067,Team 003,Player 001,Team 001,3,0,Home
8,7,Player 001,Team 001,Player 067,Team 003,0,3,Away
8,7,Player 067,Team 003,Player 076,Team 001,3,0,Home
8,7,Player 076,Team 001,Player 067,Team 003,0,3,Away
8,7,Player 125,Team 003,Player 100,Team 001,0,3,Home
8,7,Player 100,Team 001,Player 125,Team 003,3,0,Away
8,7,Player 125,Team 003,Player 007,Team 001,0,3,Home
8,7,Player 007,Team 001,Player 125,Team 003,3,0,Away
8,7,Player 125,Team 003,Player 001,Team 001,0,3,Home
8,7,Player 001,Team 001,Player 125,Team 003,3,0,Away
8,7,Player 125,Team 003,Player 076,Team 001,1,3,Home
8,7,Player 076,Team 001,Player 125,Team 003,3,1,Away
8,7,Player 005,Team 003,Player 100,Team 001,0,3,Home
8,7,Player 100,Team 001,Player 005,Team 003,3,0,Away
8,7,Player 005,Team 003,Player 007,Team 001,0,3,Home
8,7,Player 007,Team 001,Player 005,Team 003,3,0,Away
8,7,Player 005,Team 003,Player 001,Team 001,1,3,Home
8,7,Player 001,Team 001,Player 005,Team 003,3,1,Away
8,7,Player 005,Team 003,Player 076,Team 001,2,3,Home
8,7,Player 076,Team 001,Player 005,Team 003,3,2,Away
8,8,Player 059,Team 016,Player 035,Team 008,0,3,Home
8,8,Player 035,Team 008,Player 059,Team 016,3,0,Away
8,8,Player 059,Team 016,Player 092,Team 008,3,2,Home
8,8,Player 092,Team 008,Player 059,Team 016,2,3,Away
8,8,Player 059,Team 016,Player 060,Team 008,2,3,Home
8,8,Player 060,Team 008,Player 059,Team 016,3,2,Away
8,8,Player 059,Team 016,Player 108,Team 008,3,1,Home
8,8,Player 108,Team 008,Player 059,Team 016,1,3,Away
8,8,Player 105,Team 016,Player 035,Team 008,1,3,Home
8,8,Player 035,Team 008,Player 105,Team 016,3,1,Away
8,8,Player 105,Team 016,Player 092,Team 008,0,3,Home
8,8,Player 092,Team 008,Player 105,Team 016,3,0,Away
8,8,Player 105,Team 016,Player 036,Team 008,0,3,Home
8,8,Player 036,Team 008,Player 105,Team 016,3,0,Away
8,8,Player 105,Team 016,Player 060,Team 008,2,3,Home
8,8,Player 060,Team 008,Player 105,Team 016,3,2,Away
8,8,Player 057,Team 016,Player 035,Team 008,1,3,Home
8,8,Player 035,Team 008,Player 057,Team 016,3,1,Away
8,8,Player 057,Team 016,Player 092,Team 008,0,3,Home
8,8,Player 092,Team 008,Player 057,Team 016,3,0,Away
8,8,Player 057,Team 016,Player 036,Team 008,0,3,Home
8,8,Player 036,Team 008,Player 057,Team 016,3,0,Away
8,8,Player 057,Team 016,Player 060,Team 008,0,3,Home
8,8,Player 060,Team 008,Player 057,Team 016,3,0,Away
8,8,Player 086,Team 016,Player 035,Team 008,0,3,Home
8,8,Player 035,Team 008,Player 086,Team 016,3,0,Away
8,8,Player 086,Team 016,Player 092,Team 008,0,3,Home
8,8,Player 092,Team 008,Player 086,Team 016,3,0,Away
8,8,Player 086,Team 016,Player 060,Team 008,0,3,Home
8,8,Player 060,Team 008,Player 086,Team 016,3,0,Away
8,8,Player 086,Team 016,Player 108,Team 008,0,3,Home
8,8,Player 108,Team 008,Player 086,Team 016,3,0,Away
9,1,Player 063,Team 010,Player 049,Team 007,0,3,Home
9,1,Player 049,Team 007,Player 063,Team 010,3,0,Away
9,1,Player 063,Team 010,Player 026,Team 007,0,3,Home
9,1,Player 026,Team 007,Player 063,Team 010,3,0,Away
9,1,Player 063,Team 010,Player 116,Team 007,0,3,Home
9,1,Player 116,Team 007,Player 063,Team 010,3,0,Away
9,1,Player 063,Team 010,Player 034,Team 007,0,3,Home
9,1,Player 034,Team 007,Player 063,Team 010,3,0,Away
9,1,Player 103,Team 010,Player 026,Team 007,0,3,Home
9,1,Player 026,Team 007,Player 103,Team 010,3,0,Away
9,1,Player 103,Team 010,Player 116,Team 007,0,3,Home
9,1,Player 116,Team 007,Player 103,Team 010,3,0,Away
9,1,Player 020,Team 010,Player 049,Team 007,3,1,Home
9,1,Player 049,Team 007,Player 020,Team 010,1,3,Away
9,1,Player 020,Team 010,Player 026,Team 007,0,3,Home
9,1,Player 026,Team 007,Player 020,Team 010,3,0,Away
9,1,Player 020,Team 010,Player 116,Team 007,0,3,Home
9,1,Player 116,Team 007,Player 020,Team 010,3,0,Away
9,1,Player 020,Team 010,Player 034,Team 007,0,3,Home
9,1,Player 034,Team 007,Player 020,Team 010,3,0,Away
9,1,Player 024,Team 010,Player 049,Team 007,3,0,Home
9,1,Player 049,Team 007,Player 024,Team 010,0,3,Away
9,1,Player 024,Team 010,Player 026,Team 007,3,1,Home
9,1,Player 026,Team 007,Player 024,Team 010,1,3,Away
9,1,Player 024,Team 010,Player 116,Team 007,2,3,Home
9,1,Player 116,Team 007,Player 024,Team 010,3,2,Away
9,1,Player 024,Team 010,Player 034,Team 007,3,2,Home
9,1,Player 034,Team 007,Player 024,Team 010,2,3,Away
9,1,Player 064,Team 010,Player 049,Team 007,1,3,Home
9,1,Player 049,Team 007,Player 064,Team 010,3,1,Away
9,1,Player 064,Team 010,Player 034,Team 007,0,3,Home
9,1,Player 034,Team 007,Player 064,Team 010,3,0,Away
9,2,Player 010,Team 006,Player 078,Team 002,3,0,Home
9,2,Player 078,Team 002,Player 010,Team 006,0,3,Away
9,2,Player 010,Team 006,Player 041,Team 002,3,0,Home
9,2,Player 041,Team 002,Player 010,Team 006,0,3,Away
9,2,Player 010,Team 006,Player 074,Team 002,3,0,Home
9,2,Player 074,Team 002,Player 010,Team 006,0,3,Away
9,2,Player 010,Team 006,Player 054,Team 002,3,0,Home
9,2,Player 054,Team 002,Player 010,Team 006,0,3,Away
9,2,Player 032,Team 006,Player 078,Team 002,3,1,Home
9,2,Player 078,Team 002,Player 032,Team 006,1,3,Away
9,2,Player 032,Team 006,Player 041,Team 002,3,2,Home
9,2,Player 041,Team 002,Player 032,Team 006,2,3,Away
9,2,Player 032,Team 006,Player 074,Team 002,3,1,Home
9,2,Player 074,Team 002,Player 032,Team 006,1,3,Away
9,2,Player 032,Team 006,Player 054,Team 002,3,0,Home
9,2,Player 054,Team 002,Player 032,Team 006,0,3,Away
9,2,Player 102,Team 006,Player 078,Team 002,3,1,Home
9,2,Player 078,Team 002,Player 102,Team 006,1,3,Away
9,2,Player 102,Team 006,Player 041,Team 002,3,1,Home
9,2,Player 041,Team 002,Player 102,Team 006,1,3,Away
9,2,Player 102,Team 006,Player 074,Team 002,3,1,Home
9,2,Player 074,Team 002,Player 102,Team 006,1,3,Away
9,2,Player 102,Team 006,Player 054,Team 002,3,0,Home
